poll_reading_id,poll_sample_id,source_document_id,source_locator,contest_type,contest_id,question_order_status,question_order,document_display_order,question_text_status,question_text,scenario_label,population,turnout_screen,turnout_screen_text,denominator_type,denominator_text,unweighted_base_status,unweighted_base,weighted_base_status,weighted_base,reported_base_status,reported_base,tested_choice_set_status,response_coverage,reported_share_unit,reported_share_precision,notes,reading_purpose
mainstreet_2014_oct23_report__r1,mainstreet_city_2014_10_23_n3569,mainstreet_2014_oct23_report,p.2 MAYORAL POLL - Including Undecided Voters (Total column),mayoral,toronto-mayor-2014,not_reported,,1,reported,"Thinking about the race for Mayor, if an election were held today, for whom would you cast your vote?",Chow / Ford / Tory,Toronto voters age 18+,none,,all_respondents,Including Undecided Voters,not_reported,,not_reported,,reported,3569,complete,complete,percent,0,Extracted from the all-respondents (including-undecided) mayoral table; agreed across two independent vision reads.,general_vote_intention
mainstreet_2014_oct23_report__r2,mainstreet_city_2014_10_23_n3569,mainstreet_2014_oct23_report,p.2 MAYORAL POLL - Among Decided Voters,mayoral,toronto-mayor-2014,not_reported,,2,reported,"Thinking about the race for Mayor, if an election were held today, for whom would you cast your vote?",Chow / Ford / Tory,Toronto voters age 18+,none,,decided_respondents,Among Decided Voters,not_reported,,not_reported,,not_reported,,complete,complete,percent,0,Extracted from the all-respondents (including-undecided) mayoral table; agreed across two independent vision reads.,general_vote_intention
mainstreet_2018_sep16_report__r1,mainstreet_city_2018_09_16_n802,mainstreet_2018_sep16_report,p.7 (all voters) Total column,mayoral,toronto-mayor-2018,not_reported,,1,reported,"Which mayoral candidate would you vote for, or might lean toward?",Tory / Keesmaat / Goldy,Toronto voters age 18+,none,,all_respondents,Including Undecided Voters,not_reported,,not_reported,,reported,802,complete,complete,percent,1,Extracted from the all-respondents (including-undecided) mayoral table; agreed across two independent vision reads.,general_vote_intention
mainstreet_2018_sep16_report__r2,mainstreet_city_2018_09_16_n802,mainstreet_2018_sep16_report,p.7 (decided voters) Total column,mayoral,toronto-mayor-2018,not_reported,,2,reported,"Which mayoral candidate would you vote for, or might lean toward?",Tory / Keesmaat / Goldy,Toronto voters age 18+,none,,decided_respondents,Among Decided Voters,not_reported,,not_reported,,reported,608,complete,complete,percent,1,Extracted from the all-respondents (including-undecided) mayoral table; agreed across two independent vision reads.,general_vote_intention
mainstreet_2018_sep25_report__r1,mainstreet_city_2018_09_25_n966,mainstreet_2018_sep25_report,"p.6 Breakouts, 'Which mayoral candidate would you vote for, or might lean toward?' (all voters) Total column",mayoral,toronto-mayor-2018,not_reported,,1,reported,"On October 22 2018, you will have a chance to vote in your municipal election. Which mayoral candidate would you vote for, or might lean toward?",Tory / Keesmaat / Climenhaga / Gebresellassi / Goldy,Toronto voters age 18+,none,,all_respondents,Including Undecided Voters,not_reported,,not_reported,,reported,996,complete,complete,percent,1,Extracted from the all-respondents (including-undecided) mayoral table; agreed across two independent vision reads.,general_vote_intention
mainstreet_2018_sep25_report__r2,mainstreet_city_2018_09_25_n966,mainstreet_2018_sep25_report,"p.6 Breakouts, 'Which mayoral candidate would you vote for, or might lean toward?' (decided voters) Total column",mayoral,toronto-mayor-2018,not_reported,,2,reported,"On October 22 2018, you will have a chance to vote in your municipal election. Which mayoral candidate would you vote for, or might lean toward?",Tory / Keesmaat / Climenhaga / Gebresellassi / Goldy,Toronto voters age 18+,none,,decided_respondents,Among Decided Voters,not_reported,,not_reported,,reported,714,complete,complete,percent,1,Extracted from the all-respondents (including-undecided) mayoral table; agreed across two independent vision reads.,general_vote_intention
mainstreet_2014_oct17_report__r1,mainstreet_city_2014_10_16_n2265,mainstreet_2014_oct17_report,p.2 Mayoral Poll — Including Undecided Voters,mayoral,toronto-mayor-2014,not_reported,,1,reported,"Thinking about the race for Mayor, if an election were held today, for whom would you cast your vote? (Olivia Chow, Doug Ford, John Tory, Someone Else, Undecided; order randomized).",Chow / Ford / Tory,Toronto voters age 18+,none,,all_respondents,Including Undecided Voters,not_reported,,not_reported,,reported,2265,complete,complete,percent,0,Extracted from the all-respondents (including-undecided) mayoral table; agreed across two independent vision reads.,general_vote_intention
mainstreet_2014_oct17_report__r2,mainstreet_city_2014_10_16_n2265,mainstreet_2014_oct17_report,p.2 Mayoral Poll — Among Decided Voters,mayoral,toronto-mayor-2014,not_reported,,2,reported,"Thinking about the race for Mayor, if an election were held today, for whom would you cast your vote? (Olivia Chow, Doug Ford, John Tory, Someone Else, Undecided; order randomized).",Chow / Ford / Tory,Toronto voters age 18+,none,,decided_respondents,Among Decided Voters,not_reported,,not_reported,,not_reported,,complete,complete,percent,0,Extracted from the all-respondents (including-undecided) mayoral table; agreed across two independent vision reads.,general_vote_intention
nanos_2014_aug31_report__r1,nanos_city_2014_08_31_n1000,nanos_2014_aug31_report,"p.22 Q3 (first ranked response), Total [Canada 2014-08] column, n=1000",mayoral,toronto-mayor-2014,not_reported,,1,reported,"If the election for mayor of Toronto were held today, please tell me your first choice and your second choice from the following list of five candidates [first ranked response]",Chow / Ford / Soknacki / Tory / Thomson,Toronto voters age 18+,none,,all_respondents,First-ranked response including Unsure,not_reported,,not_reported,,reported,1000,complete,complete,percent,1,Extracted from the Nanos mayoral ballot table; agreed across two independent vision reads.,general_vote_intention
nanos_2014_aug31_report__r2,nanos_city_2014_08_31_n1000,nanos_2014_aug31_report,"p.23 Ballot - Decided Voters Only, Total [Canada 2014-08] column, n=832",mayoral,toronto-mayor-2014,not_reported,,2,reported,"If the election for mayor of Toronto were held today, please tell me your first choice and your second choice from the following list of five candidates [first ranked response]",Chow / Ford / Soknacki / Tory / Thomson,Toronto voters age 18+,none,,decided_respondents,Ballot (decided voters only),not_reported,,not_reported,,reported,832,complete,complete,percent,1,Extracted from the Nanos mayoral ballot table; agreed across two independent vision reads.,general_vote_intention
forum_2014_sep22_horserace__r1,forum_city_2014_09_22_n1164,forum_2014_sep22_horserace,p.4 [All Respondents] Total column,mayoral,toronto-mayor-2014,not_reported,,1,reported,"Who will you vote for in the mayoral election on October 27, Doug Ford, John Tory or Olivia Chow?",Doug Ford / Tory / Chow,Toronto voters age 18+,none,,all_respondents,[All Respondents],not_reported,,not_reported,,reported,1164,complete,complete,percent,0,Extracted from the [All Respondents] Total column; agreed across two independent vision reads.,general_vote_intention
forum_2014_sep22_horserace__r2,forum_city_2014_09_22_n1164,forum_2014_sep22_horserace,p.8 [All Respondents] Total column,mayoral,toronto-mayor-2014,not_reported,,2,reported,"Who will you vote for in the mayoral election on October 27, if the candidates are Doug Ford, John Tory, Olivia Chow and Ari Goldkind?",Doug Ford / Tory / Chow / Goldkind,Toronto voters age 18+,none,,all_respondents,[All Respondents],not_reported,,not_reported,,reported,1164,complete,complete,percent,0,Extracted from the [All Respondents] Total column; agreed across two independent vision reads.,general_vote_intention
forum_2014_feb09_sun__r1,forum_city_2014_02_06_n769,forum_2014_feb09_sun,"p.2 article prose (three-way race paragraph: Ford, Stintz and David Soknacki)",mayoral,toronto-mayor-2014,not_reported,,1,not_reported,,Ford / Stintz / Soknacki,Toronto voters age 18+,none,,not_reported,,not_reported,,not_reported,,reported,769,unknown,complete,percent,0,Extracted from the [All Respondents] Total column; agreed across two independent vision reads.,general_vote_intention
forum_2014_feb09_sun__r2,forum_city_2014_02_06_n769,forum_2014_feb09_sun,p.2 article prose (four-way race paragraph: Chow added to the mix),mayoral,toronto-mayor-2014,not_reported,,2,not_reported,,Chow / Ford / Stintz / Soknacki,Toronto voters age 18+,none,,not_reported,,not_reported,,not_reported,,reported,769,unknown,complete,percent,0,Extracted from the [All Respondents] Total column; agreed across two independent vision reads.,general_vote_intention
forum_2014_feb09_sun__r3,forum_city_2014_02_06_n769,forum_2014_feb09_sun,p.3 article prose (Tory runs and Chow stays out paragraph),mayoral,toronto-mayor-2014,not_reported,,3,not_reported,,Ford / Tory / Stintz / Soknacki,Toronto voters age 18+,none,,not_reported,,not_reported,,not_reported,,reported,769,unknown,complete,percent,0,Extracted from the [All Respondents] Total column; agreed across two independent vision reads.,general_vote_intention
forum_2014_feb09_sun__r4,forum_city_2014_02_06_n769,forum_2014_feb09_sun,p.3 article prose (five major candidates in the race paragraph),mayoral,toronto-mayor-2014,not_reported,,4,not_reported,,Chow / Ford / Tory / Stintz / Soknacki,Toronto voters age 18+,none,,not_reported,,not_reported,,not_reported,,reported,769,unknown,complete,percent,0,Extracted from the [All Respondents] Total column; agreed across two independent vision reads.,general_vote_intention
forum_2013_nov24_sun__r1,forum_city_2013_11_24_n1049,forum_2013_nov24_sun,"p.2 article prose (three-way race between Ford, Stintz and Soknacki)",mayoral,toronto-mayor-2014,not_reported,,1,not_reported,,Ford / Stintz / Soknacki,Toronto voters age 18+,none,,not_reported,,not_reported,,not_reported,,reported,1049,unknown,complete,percent,0,Extracted from the [All Respondents] Total column; agreed across two independent vision reads.,general_vote_intention
forum_2013_nov24_sun__r2,forum_city_2013_11_24_n1049,forum_2013_nov24_sun,"p.2 article prose (three-way race between Chow, Stintz and Soknacki)",mayoral,toronto-mayor-2014,not_reported,,2,not_reported,,Chow / Stintz / Soknacki,Toronto voters age 18+,none,,not_reported,,not_reported,,not_reported,,reported,1049,unknown,complete,percent,0,Extracted from the [All Respondents] Total column; agreed across two independent vision reads.,general_vote_intention
forum_2013_nov24_sun__r3,forum_city_2013_11_24_n1049,forum_2013_nov24_sun,p.2 article prose (four-way race adding Ford),mayoral,toronto-mayor-2014,not_reported,,3,not_reported,,Chow / Ford / Stintz / Soknacki,Toronto voters age 18+,none,,not_reported,,not_reported,,not_reported,,reported,1049,unknown,complete,percent,0,Extracted from the [All Respondents] Total column; agreed across two independent vision reads.,general_vote_intention
forum_2013_nov24_sun__r4,forum_city_2013_11_24_n1049,forum_2013_nov24_sun,"p.2 article prose (Tory in a race with Ford, Stintz and Soknacki)",mayoral,toronto-mayor-2014,not_reported,,4,not_reported,,Ford / Tory / Stintz / Soknacki,Toronto voters age 18+,none,,not_reported,,not_reported,,not_reported,,reported,1049,unknown,complete,percent,0,Extracted from the [All Respondents] Total column; agreed across two independent vision reads.,general_vote_intention
forum_2013_nov24_sun__r5,forum_city_2013_11_24_n1049,forum_2013_nov24_sun,p.2 article prose (Chow added to the Ford/Tory/Stintz/Soknacki slate),mayoral,toronto-mayor-2014,not_reported,,5,not_reported,,Chow / Ford / Tory / Stintz / Soknacki,Toronto voters age 18+,none,,not_reported,,not_reported,,not_reported,,reported,1049,unknown,complete,percent,0,Extracted from the [All Respondents] Total column; agreed across two independent vision reads.,general_vote_intention
forum_2013_nov24_sun__r6,forum_city_2013_11_24_n1049,forum_2013_nov24_sun,p.2 article prose (six-person contest including Minnan-Wong),mayoral,toronto-mayor-2014,not_reported,,6,not_reported,,Chow / Ford / Tory / Stintz / Minnan-Wong / Soknacki,Toronto voters age 18+,none,,not_reported,,not_reported,,not_reported,,reported,1049,unknown,complete,percent,0,Extracted from the [All Respondents] Total column; agreed across two independent vision reads.,general_vote_intention
forum_2013_mar21_star__r1,forum_city_2013_03_19_n1045,forum_2013_mar21_star,"p.1 prose: 'In a Forum Research poll of 1,045 Torontonians conducted Tuesday, 60 per cent favoured ... Chow. That compares to just 33 per cent for the sitting mayor and 7 per cent who don't know ... head-to-head mayoral matchup.'",mayoral,toronto-mayor-2014,not_reported,,1,not_reported,,Chow / Ford,Toronto voters age 18+,none,,not_reported,,not_reported,,not_reported,,reported,1045,unknown,complete,percent,0,Extracted from the [All Respondents] Total column; agreed across two independent vision reads.,general_vote_intention
forum_2013_mar21_star__r2,forum_city_2013_03_19_n1045,forum_2013_mar21_star,"p.1 prose: 'In a hypothetical four-way mayoral contest held now, Chow would win with 43 per cent support compared with 32 per cent for Ford, 13 per cent for Councillor Adam Vaughan and 7 per cent for transit advocate Sarah Thomson, the poll found.'",mayoral,toronto-mayor-2014,not_reported,,2,not_reported,,Chow / Ford / Vaughan / Thomson,Toronto voters age 18+,none,,not_reported,,not_reported,,not_reported,,reported,1045,unknown,partial,percent,0,Extracted from the [All Respondents] Total column; agreed across two independent vision reads.,general_vote_intention
forum_2013_mar21_star__r3,forum_city_2013_03_19_n1045,forum_2013_mar21_star,"p.1 prose: 'Another combination tested had Chow winning with 47 per cent to Ford's 32 per cent, Councillor Shelley Carroll's 8 per cent and Thomson's 6 per cent.'",mayoral,toronto-mayor-2014,not_reported,,3,not_reported,,Chow / Ford / Carroll / Thomson,Toronto voters age 18+,none,,not_reported,,not_reported,,not_reported,,reported,1045,unknown,partial,percent,0,Extracted from the [All Respondents] Total column; agreed across two independent vision reads.,general_vote_intention
forum_2013_mar21_star__r4,forum_city_2013_03_19_n1045,forum_2013_mar21_star,"p.2 prose: 'when Forum asked Torontonians how they would vote in a Ford-Thomson contest ... Thomson was within striking distance, at 36 per cent compared with Ford's 41 per cent.'",mayoral,toronto-mayor-2014,not_reported,,4,not_reported,,Ford / Thomson,Toronto voters age 18+,none,,not_reported,,not_reported,,not_reported,,reported,1045,unknown,partial,percent,0,Extracted from the [All Respondents] Total column; agreed across two independent vision reads.,general_vote_intention
forum_2013_may13_star__r1,forum_city_2013_05_10_n974,forum_2013_may13_star,"p.1 prose, paragraph 'In a one-on-one race, Chow would win with 57 per cent of the vote compared to 36 per cent for Ford' (no data table; residual/undecided not printed)",mayoral,toronto-mayor-2014,not_reported,,1,not_reported,,Chow / Ford,Toronto voters age 18+,none,,not_reported,,not_reported,,not_reported,,reported,974,unknown,partial,percent,0,Extracted from the [All Respondents] Total column; agreed across two independent vision reads.,general_vote_intention
forum_2013_may13_star__r2,forum_city_2013_05_10_n974,forum_2013_may13_star,"p.1 prose, paragraph 'Ford would edge out Chow with 35 per cent of the vote to her 34 per cent. Toronto city councillor Adam Vaughn would get 13 per cent and councillor Karen Stintz would get 11 per cent' (no data table; residual/undecided not printed)",mayoral,toronto-mayor-2014,not_reported,,2,not_reported,,Ford / Chow / Vaughn / Stintz,Toronto voters age 18+,none,,not_reported,,not_reported,,not_reported,,reported,974,unknown,partial,percent,0,Extracted from the [All Respondents] Total column; agreed across two independent vision reads.,general_vote_intention
forum_2013_may13_star__r3,forum_city_2013_05_10_n974,forum_2013_may13_star,"p.1 prose, paragraph 'John Tory would easily best Ford in a two-way race with Tory attracting 50 per cent of the vote to Ford's 33 per cent' (no data table; residual/undecided not printed)",mayoral,toronto-mayor-2014,not_reported,,3,not_reported,,Tory / Ford,Toronto voters age 18+,none,,not_reported,,not_reported,,not_reported,,reported,974,unknown,partial,percent,0,Extracted from the [All Respondents] Total column; agreed across two independent vision reads.,general_vote_intention
forum_2013_may13_star__r4,forum_city_2013_05_10_n974,forum_2013_may13_star,"p.2 prose, paragraph 'Chow would also win in a contest of heavyweights featuring Ford and Tory as her rivals, taking 44 per cent of the votes to their 27 per cent and 25 per cent respectively' (no data table; residual/undecided not printed)",mayoral,toronto-mayor-2014,not_reported,,4,not_reported,,Chow / Ford / Tory,Toronto voters age 18+,none,,not_reported,,not_reported,,not_reported,,reported,974,unknown,partial,percent,0,Extracted from the [All Respondents] Total column; agreed across two independent vision reads.,general_vote_intention
mainstreet_2018_sep06_report__r1,mainstreet_city_2018_09_05_n1178,mainstreet_2018_sep06_report,p.5 (all voters) Total column,mayoral,toronto-mayor-2018,not_reported,,1,reported,"On October 22 2018, you will have a chance to vote in your municipal election. Which mayoral candidate would you vote for, or might lean toward?",Tory / Keesmaat,Toronto voters age 18+,none,,all_respondents,Including Undecided Voters,not_reported,,not_reported,,reported,1178,complete,complete,percent,1,Extracted from the all-respondents (including-undecided) mayoral table; agreed across two independent vision reads.,general_vote_intention
mainstreet_2018_sep06_report__r2,mainstreet_city_2018_09_05_n1178,mainstreet_2018_sep06_report,p.5 (decided voters) Total column,mayoral,toronto-mayor-2018,not_reported,,2,reported,"On October 22 2018, you will have a chance to vote in your municipal election. Which mayoral candidate would you vote for, or might lean toward?",Tory / Keesmaat,Toronto voters age 18+,none,,decided_respondents,Among Decided Voters,not_reported,,not_reported,,reported,808,complete,complete,percent,1,Extracted from the all-respondents (including-undecided) mayoral table; agreed across two independent vision reads.,general_vote_intention
